frame_idx,timestamp_ms,latency_ms,detected,gesture,pred_x,pred_y
68,187203035.7,29.72,1,0,0.6531,0.4052
69,187203067.4,40.71,1,0,0.6523,0.4048
70,187203110.2,29.38,1,0,0.6533,0.4044
71,187203150.2,21.63,1,0,0.6532,0.4060
72,187203173.9,29.59,1,0,0.6518,0.4047
73,187203213.8,19.26,1,0,0.6522,0.4052
74,187203234.6,44.96,1,0,0.6525,0.4044
75,187203281.2,22.79,1,0,0.6544,0.4053
76,187203307.3,26.72,1,0,0.6517,0.4050
77,187203335.9,33.52,1,0,0.6524,0.4046
78,187203371.4,26.68,1,0,0.6542,0.4063
79,187203399.7,31.96,1,0,0.6515,0.4043
80,187203433.7,40.97,1,0,0.6527,0.4067
81,187203476.8,18.99,1,0,0.6524,0.4041
82,187203497.4,30.86,1,0,0.6537,0.4063
83,187203530.3,30.23,1,0,0.6514,0.4044
84,187203562.2,39.37,1,0,0.6530,0.4058
85,187203618.8,25.09,1,0,0.6499,0.4041
86,187203645.7,29.11,1,0,0.6517,0.4051
87,187203676.8,27.66,1,0,0.6489,0.4059
88,187203706.4,27.79,1,0,0.6497,0.4065
89,187203743.8,36.77,1,0,0.6470,0.4071
90,187203782.8,20.77,1,0,0.6450,0.4071
91,187203807.0,37.54,1,0,0.6460,0.4077
92,187203846.3,21.41,1,0,0.6436,0.4079
93,187203870.4,24.02,1,0,0.6443,0.4081
94,187203898.1,33.84,1,0,0.6439,0.4076
95,187203933.9,26.17,1,0,0.6449,0.4082
96,187203973.9,20.07,1,0,0.6437,0.4075
97,187204005.0,20.06,1,0,0.6467,0.4067
98,187204036.1,34.63,1,0,0.6527,0.4047
99,187204072.4,30.04,1,0,0.6531,0.4041
100,187204112.6,23.63,1,0,0.6622,0.4033
101,187204137.8,31.01,1,0,0.6647,0.4033
102,187204174.1,25.12,1,0,0.6739,0.4032
103,187204200.8,30.97,1,0,0.6840,0.3978
104,187204236.2,30.27,1,0,0.6946,0.3911
105,187204268.3,36.15,1,0,0.7007,0.3911
106,187204306.6,30.73,1,1,0.7071,0.3826
107,187204338.9,21.68,1,1,0.7096,0.3770
108,187204362.2,30.94,1,1,0.7094,0.3753
109,187204395.2,36.16,1,1,0.7080,0.3739
110,187204433.2,40.00,1,1,0.7060,0.3752
111,187204475.2,29.57,1,1,0.7019,0.3790
112,187204506.9,30.46,1,1,0.6937,0.3816
113,187204539.3,32.79,1,0,0.6873,0.3851
114,187204574.1,26.58,1,0,0.6752,0.3913
115,187204602.2,35.01,1,1,0.6522,0.4028
116,187204639.3,23.51,1,1,0.6399,0.3995
117,187204664.4,30.72,1,1,0.6402,0.3984
118,187204696.8,29.49,1,1,0.6259,0.3982
119,187204738.6,20.02,1,1,0.6136,0.3911
120,187204760.4,40.34,1,1,0.6485,0.4828
