frame_idx,timestamp_ms,latency_ms,detected,gesture,pred_x,pred_y
249,188454349.8,18.29,1,1,0.6555,0.6312
250,188454369.6,42.33,1,1,0.6493,0.6045
251,188454413.9,22.90,1,1,0.6452,0.5847
252,188454438.8,51.76,1,1,0.6432,0.5632
253,188454492.5,21.14,1,1,0.6417,0.5466
254,188454517.9,38.89,1,1,0.6429,0.5222
255,188454558.8,31.08,1,1,0.6438,0.5036
256,188454591.7,27.33,1,1,0.6483,0.4849
257,188454620.9,24.86,1,1,0.6515,0.4685
258,188454647.5,34.00,1,1,0.6552,0.4545
259,188454683.4,17.81,1,1,0.6578,0.4417
260,188454702.9,42.40,1,1,0.6605,0.4310
261,188454747.2,20.16,1,1,0.6625,0.4218
262,188454769.3,37.49,1,1,0.6644,0.4131
263,188454818.3,31.14,1,1,0.6662,0.4058
264,188454865.3,25.34,1,1,0.6664,0.3989
265,188454892.1,20.43,1,1,0.6676,0.3927
266,188454914.5,41.08,1,1,0.6687,0.3916
267,188454957.5,32.56,1,1,0.6670,0.3896
268,188454991.9,30.01,1,1,0.6677,0.3999
269,188455023.7,20.03,1,1,0.6694,0.4053
270,188455050.5,32.00,1,1,0.6692,0.4294
271,188455084.3,28.91,1,1,0.6687,0.4471
272,188455114.8,34.20,1,1,0.6677,0.4665
273,188455151.0,18.97,1,1,0.6666,0.4822
274,188455174.5,38.06,1,1,0.6653,0.4965
275,188455222.5,20.37,1,1,0.6639,0.5091
276,188455244.6,45.13,1,1,0.6620,0.5199
277,188455291.5,19.89,1,1,0.6603,0.5291
278,188455313.1,41.05,1,1,0.6587,0.5379
279,188455356.1,26.29,1,1,0.6572,0.5455
280,188455384.3,35.77,1,1,0.6554,0.5511
281,188455422.0,22.13,1,1,0.6541,0.5570
282,188455457.6,29.77,1,1,0.6514,0.5514
283,188455489.2,19.94,1,1,0.6493,0.5491
284,188455511.0,35.90,1,1,0.6494,0.5338
285,188455548.9,22.96,1,1,0.6490,0.5239
286,188455583.6,28.85,1,1,0.6496,0.5035
287,188455614.4,21.72,1,1,0.6500,0.4871
288,188455638.0,51.70,1,1,0.6513,0.4713
289,188455691.4,27.94,1,1,0.6524,0.4575
290,188455722.0,32.17,1,1,0.6536,0.4451
291,188455771.1,23.98,1,1,0.6548,0.4341
292,188455797.0,22.82,1,1,0.6562,0.4243
293,188455821.4,21.88,1,1,0.6576,0.4156
294,188455845.1,36.01,1,1,0.6589,0.4083
295,188455896.1,20.28,1,1,0.6604,0.4022
296,188455917.9,31.65,1,1,0.6629,0.4019
297,188455951.2,19.30,1,1,0.6657,0.4019
298,188455973.6,39.42,1,1,0.6651,0.4150
299,188456015.1,20.24,1,1,0.6652,0.4197
